Condition,Repeat,Day,EggCounts,FileName
2percent_automated,4,D1,3,well_6_2024-02-20_182751_.jpg
2percent_automated,4,D1,15,well_7_2024-02-20_183334_.jpg
2percent_automated,4,D1,2,well_8_2024-02-20_182802_.jpg
2percent_automated,4,D1,12,well_10_2024-02-20_183351_.jpg
2percent_automated,4,D1,1,well_11_2024-02-20_182819_.jpg
2percent_automated,4,D1,9,well_12_2024-02-20_183402_.jpg
2percent_automated,4,D1,3,well_13_2024-02-20_182831_.jpg
2percent_automated,4,D1,1,well_14_2024-02-20_182837_.jpg
2percent_automated,4,D1,8,well_16_2024-02-20_183426_.jpg
2percent_automated,4,D1,11,well_17_2024-02-20_182854_.jpg
2percent_automated,4,D1,9,well_19_2024-02-20_183443_.jpg
2percent_automated,4,D1,13,well_20_2024-02-20_182911_.jpg
2percent_automated,4,D1,14,well_23_2024-02-20_182929_.jpg
2percent_automated,4,D1,0,well_25_2024-02-20_182940_.jpg
2percent_automated,4,D1,0,well_27_2024-02-20_183530_.jpg
2percent_automated,4,D1,23,well_28_2024-02-20_182958_.jpg
2percent_automated,4,D1,16,well_29_2024-02-20_183541_.jpg
2percent_automated,4,D1,31,well_30_2024-02-20_183009_.jpg
2percent_automated,4,D1,10,well_32_2024-02-20_183559_.jpg
2percent_automated,4,D1,6,well_33_2024-02-20_183026_.jpg
2percent_automated,4,D1,34,well_34_2024-02-20_183611_.jpg
2percent_automated,4,D1,11,well_35_2024-02-20_183038_.jpg
2percent_automated,4,D1,29,well_37_2024-02-20_183628_.jpg
2percent_automated,4,D1,34,well_38_2024-02-20_183055_.jpg
2percent_automated,4,D1,25,well_39_2024-02-20_183640_.jpg
2percent_automated,4,D1,24,well_40_2024-02-20_183107_.jpg
2percent_automated,4,D1,12,well_41_2024-02-20_183652_.jpg
2percent_automated,4,D1,16,well_42_2024-02-20_183118_.jpg
2percent_automated,4,D1,31,well_43_2024-02-20_183703_.jpg
2percent_automated,4,D1,32,well_44_2024-02-20_183130_.jpg
2percent_automated,4,D1,3,well_45_2024-02-20_183715_.jpg
2percent_automated,4,D1,12,well_46_2024-02-20_183141_.jpg
2percent_automated,4,D1,38,well_47_2024-02-20_183727_.jpg
2percent_automated,4,D1,28,well_48_2024-02-20_183153_.jpg
2percent_automated,4,D3,2,well_2_2024-02-20_183657_.jpg
2percent_automated,4,D3,23,well_3_2024-02-20_183703_.jpg
2percent_automated,4,D3,33,well_5_2024-02-20_184350_.jpg
2percent_automated,4,D3,8,well_6_2024-02-20_183720_.jpg
2percent_automated,4,D3,0,well_7_2024-02-20_184401_.jpg
2percent_automated,4,D3,24,well_8_2024-02-20_183731_.jpg
2percent_automated,4,D3,7,well_10_2024-02-20_184418_.jpg
2percent_automated,4,D3,1,well_11_2024-02-20_183748_.jpg
2percent_automated,4,D3,1,well_12_2024-02-20_184429_.jpg
2percent_automated,4,D3,8,well_13_2024-02-20_183800_.jpg
2percent_automated,4,D3,3,well_14_2024-02-20_183805_.jpg
2percent_automated,4,D3,15,well_16_2024-02-20_184452_.jpg
2percent_automated,4,D3,5,well_17_2024-02-20_183823_.jpg
2percent_automated,4,D3,23,well_19_2024-02-20_184509_.jpg
2percent_automated,4,D3,4,well_20_2024-02-20_183840_.jpg
2percent_automated,4,D3,5,well_23_2024-02-20_183857_.jpg
2percent_automated,4,D3,3,well_25_2024-02-20_183908_.jpg
2percent_automated,4,D3,1,well_27_2024-02-20_184555_.jpg
2percent_automated,4,D3,10,well_28_2024-02-20_183925_.jpg
2percent_automated,4,D3,20,well_29_2024-02-20_184607_.jpg
2percent_automated,4,D3,21,well_30_2024-02-20_183937_.jpg
2percent_automated,4,D3,35,well_32_2024-02-20_184624_.jpg
2percent_automated,4,D3,20,well_33_2024-02-20_183954_.jpg
2percent_automated,4,D3,34,well_34_2024-02-20_184636_.jpg
2percent_automated,4,D3,34,well_35_2024-02-20_184006_.jpg
2percent_automated,4,D3,10,well_37_2024-02-20_184018_.jpg
2percent_automated,4,D3,18,well_38_2024-02-20_184658_.jpg
2percent_automated,4,D3,38,well_39_2024-02-20_184029_.jpg
2percent_automated,4,D3,9,well_40_2024-02-20_184710_.jpg
2percent_automated,4,D3,0,well_41_2024-02-20_184041_.jpg
2percent_automated,4,D3,21,well_42_2024-02-20_184721_.jpg
2percent_automated,4,D3,32,well_43_2024-02-20_184052_.jpg
2percent_automated,4,D3,14,well_44_2024-02-20_184732_.jpg
2percent_automated,4,D3,0,well_45_2024-02-20_184104_.jpg
2percent_automated,4,D3,19,well_46_2024-02-20_184744_.jpg
2percent_automated,4,D3,32,well_47_2024-02-20_184115_.jpg
2percent_automated,4,D3,42,well_48_2024-02-20_184121_.jpg
2percent_automated,4,D7,15,well_2_2024-02-20_182346_.jpg
2percent_automated,4,D7,25,well_3_2024-02-20_182352_.jpg
2percent_automated,4,D7,20,well_5_2024-02-20_182404_.jpg
2percent_automated,4,D7,7,well_6_2024-02-20_182409_.jpg
2percent_automated,4,D7,7,well_7_2024-02-20_182415_.jpg
2percent_automated,4,D7,7,well_8_2024-02-20_182421_.jpg
2percent_automated,4,D7,2,well_10_2024-02-20_182433_.jpg
2percent_automated,4,D7,4,well_11_2024-02-20_182438_.jpg
2percent_automated,4,D7,8,well_12_2024-02-20_182444_.jpg
2percent_automated,4,D7,5,well_13_2024-02-20_182450_.jpg
2percent_automated,4,D7,10,well_14_2024-02-20_182456_.jpg
2percent_automated,4,D7,6,well_16_2024-02-20_182507_.jpg
2percent_automated,4,D7,12,well_17_2024-02-20_182513_.jpg
2percent_automated,4,D7,10,well_19_2024-02-20_182525_.jpg
2percent_automated,4,D7,8,well_20_2024-02-20_182531_.jpg
2percent_automated,4,D7,6,well_23_2024-02-20_182548_.jpg
2percent_automated,4,D7,28,well_25_2024-02-20_182559_.jpg
2percent_automated,4,D7,0,well_27_2024-02-20_182611_.jpg
2percent_automated,4,D7,6,well_28_2024-02-20_182617_.jpg
2percent_automated,4,D7,6,well_29_2024-02-20_182623_.jpg
2percent_automated,4,D7,14,well_30_2024-02-20_182629_.jpg
2percent_automated,4,D7,25,well_32_2024-02-20_182640_.jpg
2percent_automated,4,D7,18,well_33_2024-02-20_182646_.jpg
2percent_automated,4,D7,22,well_34_2024-02-20_182652_.jpg
2percent_automated,4,D7,17,well_35_2024-02-20_182658_.jpg
2percent_automated,4,D7,13,well_37_2024-02-20_182709_.jpg
2percent_automated,4,D7,12,well_38_2024-02-20_182715_.jpg
2percent_automated,4,D7,18,well_39_2024-02-20_182721_.jpg
2percent_automated,4,D7,7,well_40_2024-02-20_182726_.jpg
2percent_automated,4,D7,3,well_41_2024-02-20_182732_.jpg
2percent_automated,4,D7,21,well_42_2024-02-20_182738_.jpg
2percent_automated,4,D7,22,well_43_2024-02-20_182744_.jpg
2percent_automated,4,D7,6,well_44_2024-02-20_182750_.jpg
2percent_automated,4,D7,12,well_45_2024-02-20_182755_.jpg
2percent_automated,4,D7,30,well_46_2024-02-20_182801_.jpg
2percent_automated,4,D7,21,well_47_2024-02-20_182807_.jpg
2percent_automated,4,D7,30,well_48_2024-02-20_182813_.jpg
